testCaseType,testTitle,testConf_01,testConf_02,testConf_03,testConf_04,testConf_05,waitTime
TESTCONTACT,contactTest_TC042,contact,希望しない,,,,1000
//ご要望の検証_TC042,,,,,,,
TESTTEXTID,commentTest_TC042,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC042,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC042,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC042,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC042,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC043,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=5,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSUNDAY,reserveDate_TC043,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC043,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC043,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC043,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC043,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC043,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC043,username,,,,,1000
EVENTDROPDOWN,Contact_TC043,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC043,email,,,,,1000
EVENTCONTACT,ContactTel_TC043,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC043,total-bill,11375,,,,1000
//部屋情報検証_TC043,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC043,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC043,,,,,,,0
TESTPRICE,TestPrice_TC043,total-bill,11375,,,,1000
//期間検証_TC043,,,,,,,0
TESTTERM,reserveTermTest_TC043,term,,,,,1000
//人数検証_TC043,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC043,head-count,1名様,,,,1000
//追加プラン検証_TC043,,,,,,,0
TESTTEXTX,optionPlanTest01_TC043,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC043,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC043,,,,,,,0
TESTTEXTID,NameTest_TC043,username,,,,,1000
//確認のご連絡検証_TC043,,,,,,,0
TESTCONTACT,contactTest_TC043,contact,希望しない,,,,1000
//ご要望の検証_TC043,,,,,,,
TESTTEXTID,commentTest_TC043,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC043,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC043,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC043,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC043,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC044,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=4,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTFRIDAY,reserveDate_TC044,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC044,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC044,head-count,2,,,,1000
EVENTCHECKBOX,Breakfast_TC044,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC044,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC044,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC044,username,,,,,1000
EVENTDROPDOWN,Contact_TC044,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC044,email,,,,,1000
EVENTCONTACT,ContactTel_TC044,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC044,total-bill,13000,,,,1000
//部屋情報検証_TC044,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC044,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC044,,,,,,,0
TESTPRICE,TestPrice_TC044,total-bill,13000,,,,1000
//期間検証_TC044,,,,,,,0
TESTTERM,reserveTermTest_TC044,term,,,,,1000
//人数検証_TC044,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC044,head-count,2名様,,,,1000
//追加プラン検証_TC044,,,,,,,0
TESTTEXTX,optionPlanTest01_TC044,//*[@id="plans"]/ul/li,お得な観光プラン,,,,1000
//名前検証_TC044,,,,,,,0
TESTTEXTID,NameTest_TC044,username,,,,,1000
//確認のご連絡検証_TC044,,,,,,,0
TESTCONTACT,contactTest_TC044,contact,メール,,,,1000
//ご要望の検証_TC044,,,,,,,
TESTTEXTID,commentTest_TC044,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC044,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC044,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC044,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC044,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC045,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=4,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTMONDAY,reserveDate_TC045,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC045,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC045,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC045,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC045,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC045,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC045,username,,,,,1000
EVENTDROPDOWN,Contact_TC045,contact,電話でのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC045,email,,,,,1000
EVENTCONTACT,ContactTel_TC045,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC045,total-bill,52250,,,,1000
//部屋情報検証_TC045,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC045,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC045,,,,,,,0
TESTPRICE,TestPrice_TC045,total-bill,52250,,,,1000
//期間検証_TC045,,,,,,,0
TESTTERM,reserveTermTest_TC045,term,,,,,1000
//人数検証_TC045,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC045,head-count,1名様,,,,1000
//追加プラン検証_TC045,,,,,,,0
TESTTEXTX,optionPlanTest01_TC045,//*[@id="plans"],なし,,,,1000
//名前検証_TC045,,,,,,,0
TESTTEXTID,NameTest_TC045,username,,,,,1000
//確認のご連絡検証_TC045,,,,,,,0
TESTCONTACT,contactTest_TC045,contact,電話,,,,1000
//ご要望の検証_TC045,,,,,,,
TESTTEXTID,commentTest_TC045,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC045,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC045,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC045,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC045,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC046,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=4,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSUNDAY,reserveDate_TC046,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC046,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC046,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC046,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC046,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC046,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC046,username,,,,,1000
EVENTDROPDOWN,Contact_TC046,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC046,email,,,,,1000
EVENTCONTACT,ContactTel_TC046,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC046,total-bill,55625,,,,1000
//部屋情報検証_TC046,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC046,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC046,,,,,,,0
TESTPRICE,TestPrice_TC046,total-bill,55625,,,,1000
//期間検証_TC046,,,,,,,0
TESTTERM,reserveTermTest_TC046,term,,,,,1000
//人数検証_TC046,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC046,head-count,1名様,,,,1000
//追加プラン検証_TC046,,,,,,,0
TESTTEXTX,optionPlanTest01_TC046,//*[@id="plans"]/ul/li[1],昼からチェックインプラン,,,,1000
TESTTEXTX,optionPlanTest02_TC046,//*[@id="plans"]/ul/li[2],お得な観光プラン,,,,1000
//名前検証_TC046,,,,,,,0
TESTTEXTID,NameTest_TC046,username,,,,,1000
//確認のご連絡検証_TC046,,,,,,,0
TESTCONTACT,contactTest_TC046,contact,希望しない,,,,1000
//ご要望の検証_TC046,,,,,,,
TESTTEXTID,commentTest_TC046,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC046,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC046,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC046,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC046,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC047,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=4,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTWEDNESDAY,reserveDate_TC047,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC047,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC047,head-count,2,,,,1000
EVENTCHECKBOX,Breakfast_TC047,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC047,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC047,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC047,username,,,,,1000
EVENTDROPDOWN,Contact_TC047,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC047,email,,,,,1000
EVENTCONTACT,ContactTel_TC047,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC047,total-bill,15000,,,,1000
//部屋情報検証_TC047,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC047,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC047,,,,,,,0
TESTPRICE,TestPrice_TC047,total-bill,15000,,,,1000
//期間検証_TC047,,,,,,,0
TESTTERM,reserveTermTest_TC047,term,,,,,1000
//人数検証_TC047,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC047,head-count,2名様,,,,1000
//追加プラン検証_TC047,,,,,,,0
TESTTEXTX,optionPlanTest01_TC047,//*[@id="plans"]/ul/li[1],昼からチェックインプラン,,,,1000
TESTTEXTX,optionPlanTest02_TC047,//*[@id="plans"]/ul/li[2],お得な観光プラン,,,,1000
//名前検証_TC047,,,,,,,0
TESTTEXTID,NameTest_TC047,username,,,,,1000
//確認のご連絡検証_TC047,,,,,,,0
TESTCONTACT,contactTest_TC047,contact,メール,,,,1000
//ご要望の検証_TC047,,,,,,,
TESTTEXTID,commentTest_TC047,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC047,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC047,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC047,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC047,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC048,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=7,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTFRIDAY,reserveDate_TC048,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC048,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC048,head-count,6,,,,1000
EVENTCHECKBOX,Breakfast_TC048,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC048,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC048,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC048,username,,,,,1000
EVENTDROPDOWN,Contact_TC048,contact,電話でのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC048,email,,,,,1000
EVENTCONTACT,ContactTel_TC048,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC048,total-bill,60000,,,,1000
//部屋情報検証_TC048,,,,,,,0
TESTTEXTID,roomTypeTest_TC048,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC048,,,,,,,0
TESTPRICE,TestPrice_TC048,total-bill,60000,,,,1000
//期間検証_TC048,,,,,,,0
TESTTERM,reserveTermTest_TC048,term,,,,,1000
//人数検証_TC048,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC048,head-count,6名様,,,,1000
//追加プラン検証_TC048,,,,,,,0
TESTTEXTX,optionPlanTest01_TC048,//*[@id="plans"]/ul/li,お得な観光プラン,,,,1000
//名前検証_TC048,,,,,,,0
TESTTEXTID,NameTest_TC048,username,,,,,1000
//確認のご連絡検証_TC048,,,,,,,0
TESTCONTACT,contactTest_TC048,contact,電話,,,,1000
//ご要望の検証_TC048,,,,,,,
TESTTEXTID,commentTest_TC048,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC048,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC048,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC048,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC048,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC049,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=7,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTMONDAY,reserveDate_TC049,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC049,term,3,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC049,head-count,6,,,,1000
EVENTCHECKBOX,Breakfast_TC049,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC049,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC049,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC049,username,,,,,1000
EVENTDROPDOWN,Contact_TC049,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC049,email,,,,,1000
EVENTCONTACT,ContactTel_TC049,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC049,total-bill,168000,,,,1000
//部屋情報検証_TC049,,,,,,,0
TESTTEXTID,roomTypeTest_TC049,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC049,,,,,,,0
TESTPRICE,TestPrice_TC049,total-bill,168000,,,,1000
//期間検証_TC049,,,,,,,0
TESTTERM,reserveTermTest_TC049,term,,,,,1000
//人数検証_TC049,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC049,head-count,6名様,,,,1000
//追加プラン検証_TC049,,,,,,,0
TESTTEXTX,optionPlanTest01_TC049,//*[@id="plans"]/ul/li,お得な観光プラン,,,,1000
//名前検証_TC049,,,,,,,0
TESTTEXTID,NameTest_TC049,username,,,,,1000
//確認のご連絡検証_TC049,,,,,,,0
TESTCONTACT,contactTest_TC049,contact,メール,,,,1000
//ご要望の検証_TC049,,,,,,,
TESTTEXTID,commentTest_TC049,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC049,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC049,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC049,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC049,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC050,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=7,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTUESDAY,reserveDate_TC050,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC050,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC050,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC050,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC050,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC050,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC050,username,,,,,1000
EVENTDROPDOWN,Contact_TC050,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC050,email,,,,,1000
EVENTCONTACT,ContactTel_TC050,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC050,total-bill,12000,,,,1000
//部屋情報検証_TC050,,,,,,,0
TESTTEXTID,roomTypeTest_TC050,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC050,,,,,,,0
TESTPRICE,TestPrice_TC050,total-bill,12000,,,,1000
//期間検証_TC050,,,,,,,0
TESTTERM,reserveTermTest_TC050,term,,,,,1000
//人数検証_TC050,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC050,head-count,1名様,,,,1000
//追加プラン検証_TC050,,,,,,,0
TESTTEXTX,optionPlanTest01_TC050,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC050,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC050,,,,,,,0
TESTTEXTID,NameTest_TC050,username,,,,,1000
//確認のご連絡検証_TC050,,,,,,,0
TESTCONTACT,contactTest_TC050,contact,希望しない,,,,1000
//ご要望の検証_TC050,,,,,,,
TESTTEXTID,commentTest_TC050,comment,,,,,1000
//予約確定_TC050,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC050,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC050,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC050,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000

cREFRESH,,,,,,1000
cCHILDCLOSE,,,,,,,1000
cPARENTACTIVE,,,,,,,2500
EVENTLINK,,ホーム,,,,,1000
