testCaseType,testTitle,testConf_01,testConf_02,testConf_03,testConf_04,testConf_05,waitTime
TESTTEXTID,reserveHeadCountTest_TC071,head-count,2名様,,,,1000
//追加プラン検証_TC071,,,,,,,0
TESTTEXTX,optionPlanTest01_TC071,//*[@id="plans"],なし,,,,1000
//名前検証_TC071,,,,,,,0
TESTGUESTNAME,NameTest_TC071,username,,,,,1000
//確認のご連絡検証_TC071,,,,,,,0
TESTCONTACT,contactTest_TC071,contact,メール,,,,1000
//ご要望の検証_TC071,,,,,,,
TESTTEXTID,commentTest_TC071,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC071,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC071,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC071,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC071,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC072,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=4,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTUESDAY,reserveDate_TC072,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC072,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC072,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC072,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC072,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC072,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC072,username,,,,,1000
EVENTDROPDOWN,Contact_TC072,contact,希望しない,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC072,total-bill,6500,,,,1000
//部屋情報検証_TC072,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC072,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC072,,,,,,,0
TESTPRICE,TestPrice_TC072,total-bill,6500,,,,1000
//期間検証_TC072,,,,,,,0
TESTTERM,reserveTermTest_TC072,term,,,,,1000
//人数検証_TC072,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC072,head-count,1名様,,,,1000
//追加プラン検証_TC072,,,,,,,0
TESTTEXTX,optionPlanTest01_TC072,//*[@id="plans"]/ul/li,お得な観光プラン,,,,1000
//名前検証_TC072,,,,,,,0
TESTGUESTNAME,NameTest_TC072,username,,,,,1000
//確認のご連絡検証_TC072,,,,,,,0
TESTCONTACT,contactTest_TC072,contact,希望しない,,,,1000
//ご要望の検証_TC072,,,,,,,
TESTTEXTID,commentTest_TC072,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC072,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC072,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC072,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC072,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC073,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=7,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSATURDAY,reserveDate_TC073,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC073,term,3,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC073,head-count,6,,,,1000
EVENTCHECKBOX,Breakfast_TC073,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC073,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC073,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC073,username,,,,,1000
EVENTDROPDOWN,Contact_TC073,contact,電話でのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC073,total-bill,213000,,,,1000
//部屋情報検証_TC073,,,,,,,0
TESTTEXTID,roomTypeTest_TC073,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC073,,,,,,,0
TESTPRICE,TestPrice_TC073,total-bill,213000,,,,1000
//期間検証_TC073,,,,,,,0
TESTTERM,reserveTermTest_TC073,term,,,,,1000
//人数検証_TC073,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC073,head-count,6名様,,,,1000
//追加プラン検証_TC073,,,,,,,0
TESTTEXTX,optionPlanTest01_TC073,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC073,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC073,,,,,,,0
TESTGUESTNAME,NameTest_TC073,username,,,,,1000
//確認のご連絡検証_TC073,,,,,,,0
TESTCONTACT,contactTest_TC073,contact,電話,,,,1000
//ご要望の検証_TC073,,,,,,,
TESTTEXTID,commentTest_TC073,comment,,,,,1000
//予約確定_TC073,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC073,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC073,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC073,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000

EVENTCSSSELECTOR,,button.btn.btn-outline-success.my-2.my-sm-0,,,,,1000
cREFRESH,,,,,,1000
cCHILDCLOSE,,,,,,,1000
cPARENTACTIVE,,,,,,,2500
EVENTLINK,,ホーム,,,,,1000
